 #EXTRAS(raw)# Step:           1  Bead:      0  
  
| Total Polarizability    (Bohr^3)    :          0.978523344840569E+03         0.132062189722566E+02        -0.449579406743853E+03         0.132089632646068E+02         0.135727066846252E+04        -0.627971241495247E-01        -0.449433765637418E+03        -0.822534339221260E-01         0.172901290034120E+04
 #EXTRAS(raw)# Step:           2  Bead:      0  
  
| Total Polarizability    (Bohr^3)    :          0.982873664281985E+03         0.122052081296988E+02        -0.447882435405477E+03         0.122046080621628E+02         0.137661069990744E+04        -0.141737829868331E+01        -0.447699180678039E+03        -0.142730037080230E+01         0.173113768975963E+04
 #EXTRAS(raw)# Step:           3  Bead:      0  
  
| Total Polarizability    (Bohr^3)    :          0.985180949152208E+03         0.704391276545217E+01        -0.457599319951186E+03         0.700447324540740E+01         0.135898131844870E+04        -0.223858376718181E+01        -0.457458159736468E+03        -0.225907821936102E+01         0.172651687624301E+04
 #EXTRAS(raw)# Step:           4  Bead:      0  
  
| Total Polarizability    (Bohr^3)    :          0.987448105794275E+03         0.775184136777286E+01        -0.453333620518169E+03         0.776613395911069E+01         0.136910295988390E+04        -0.109480593153639E+02        -0.453187482870831E+03        -0.109816389061067E+02         0.171552908629840E+04
 #EXTRAS(raw)# Step:           5  Bead:      0  
  
| Total Polarizability    (Bohr^3)    :          0.993690681079053E+03         0.237681388188338E+01        -0.466486708994681E+03         0.240563351999160E+01         0.135489248167326E+04        -0.144539681881683E+02        -0.466309490471477E+03        -0.145079022759339E+02         0.173406249112290E+04
 #EXTRAS(raw)# Step:           6  Bead:      0  
  
| Total Polarizability    (Bohr^3)    :          0.998248960510155E+03        -0.338760537005153E+01        -0.460053006174236E+03        -0.336374305175101E+01         0.136729156143197E+04        -0.101018539391066E+02        -0.459892960036661E+03        -0.101366593228112E+02         0.171764939352467E+04
 #EXTRAS(raw)# Step:           7  Bead:      0  
  
| Total Polarizability    (Bohr^3)    :          0.100591463983632E+04        -0.739115170210462E+01        -0.469175623097899E+03        -0.738075953279271E+01         0.135636058885825E+04        -0.973128911147322E+01        -0.469021169261827E+03        -0.971842033666879E+01         0.172309913302300E+04
 #EXTRAS(raw)# Step:           8  Bead:      0  
  
| Total Polarizability    (Bohr^3)    :          0.100571551215681E+04        -0.181945705008426E+02        -0.460595736293339E+03        -0.181744935149370E+02         0.135929169034749E+04        -0.531704649845956E+01        -0.460452670970405E+03        -0.534190943378206E+01         0.170780381226244E+04
 #EXTRAS(raw)# Step:           9  Bead:      0  
  
| Total Polarizability    (Bohr^3)    :          0.101304100592398E+04        -0.165179040312719E+02        -0.463631573745766E+03        -0.164695412169618E+02         0.134961913587574E+04        -0.966630399994585E+01        -0.463493680782971E+03        -0.968402755789328E+01         0.169329060235919E+04
 #EXTRAS(raw)# Step:          10  Bead:      0  
  
| Total Polarizability    (Bohr^3)    :          0.101977824322688E+04        -0.148112692420240E+02        -0.463202443602590E+03        -0.147274023317238E+02         0.135755096874736E+04        -0.103805319355151E+02        -0.463075284517210E+03        -0.104230695955267E+02         0.169018299724806E+04
 #EXTRAS(raw)# Step:          11  Bead:      0  
  
| Total Polarizability    (Bohr^3)    :          0.102422859237391E+04        -0.135517737450569E+02        -0.468423985696238E+03        -0.134875881775015E+02         0.135973735564359E+04        -0.861763093252119E+01        -0.468296555398494E+03        -0.863835816774789E+01         0.169559184842911E+04
 #EXTRAS(raw)# Step:          12  Bead:      0  
  
| Total Polarizability    (Bohr^3)    :          0.103169549202597E+04        -0.135053672594715E+02        -0.474574939264800E+03        -0.134547909873117E+02         0.135795049510960E+04        -0.862055404457993E+01        -0.474381404325351E+03        -0.864010853420293E+01         0.168850088534960E+04
 #EXTRAS(raw)# Step:          13  Bead:      0  
  
| Total Polarizability    (Bohr^3)    :          0.102523815747396E+04        -0.126723320098098E+02        -0.466206626822378E+03        -0.126248582097172E+02         0.134989282864587E+04        -0.504391798070756E+01        -0.466042746612441E+03        -0.507018580057862E+01         0.166800933943681E+04
 #EXTRAS(raw)# Step:          14  Bead:      0  
  
| Total Polarizability    (Bohr^3)    :          0.103191029901335E+04        -0.113471280478377E+02        -0.474523322749528E+03        -0.112788275193110E+02         0.135459711134861E+04         0.130277786213479E+01        -0.474350328779466E+03         0.124586583628441E+01         0.168035200560277E+04
 #EXTRAS(raw)# Step:          15  Bead:      0  
  
| Total Polarizability    (Bohr^3)    :          0.103285643262291E+04        -0.100878106885654E+02        -0.468713552956241E+03        -0.100351064746755E+02         0.136797892781193E+04         0.739501566880013E+01        -0.468524360427350E+03         0.733537244392777E+01         0.166578104303182E+04
 #EXTRAS(raw)# Step:          16  Bead:      0  
  
| Total Polarizability    (Bohr^3)    :          0.102642833052365E+04        -0.926397325063705E+00        -0.467765814486760E+03        -0.938907941709848E+00         0.135614795440768E+04         0.133110559701839E+01        -0.467563862189917E+03         0.134171380415707E+01         0.166537906566653E+04
 #EXTRAS(raw)# Step:          17  Bead:      0  
  
| Total Polarizability    (Bohr^3)    :          0.102537085717368E+04         0.516461343811010E+01        -0.463915224903286E+03         0.511193254511373E+01         0.136237788483253E+04         0.501252601689445E+01        -0.463750372331419E+03         0.501969331260549E+01         0.166850377196112E+04
 #EXTRAS(raw)# Step:          18  Bead:      0  
  
| Total Polarizability    (Bohr^3)    :          0.102104613928175E+04         0.940637706181925E+01        -0.468978258029721E+03         0.938275917769511E+01         0.135430002070246E+04         0.322692797464269E+01        -0.468807456821791E+03         0.323478984010512E+01         0.167402946720686E+04
 #EXTRAS(raw)# Step:          19  Bead:      0  
  
| Total Polarizability    (Bohr^3)    :          0.101769137062423E+04         0.164757045347415E+02        -0.467368029229409E+03         0.164342710754966E+02         0.137181557619812E+04         0.672951754250399E+01        -0.467181593504618E+03         0.669847751263379E+01         0.168559055596669E+04
 #EXTRAS(raw)# Step:          20  Bead:      0  
  
| Total Polarizability    (Bohr^3)    :          0.100685556277186E+04         0.125556528535205E+02        -0.468994902071623E+03         0.124860027010016E+02         0.135923446806183E+04         0.157019587838330E+02        -0.468794445757014E+03         0.156944627140621E+02         0.168757893673415E+04
 #EXTRAS(raw)# Step:          21  Bead:      0  
  
| Total Polarizability    (Bohr^3)    :          0.101212082308269E+04         0.136533151449628E+02        -0.469166751723360E+03         0.135333755625840E+02         0.137839461640270E+04         0.181703295772609E+02        -0.468931609035491E+03         0.181991014607933E+02         0.168529511202121E+04
 #EXTRAS(raw)# Step:          22  Bead:      0  
  
| Total Polarizability    (Bohr^3)    :          0.994968948633996E+03         0.120921953358612E+02        -0.466424685548629E+03         0.119848953113450E+02         0.135936651510506E+04         0.194269936708943E+02        -0.466250703305396E+03         0.194223700488594E+02         0.168883427401388E+04
 #EXTRAS(raw)# Step:          23  Bead:      0  
  
| Total Polarizability    (Bohr^3)    :          0.991702447957185E+03         0.195271273809178E+02        -0.460431681895050E+03         0.194986277409267E+02         0.137912000946113E+04         0.131054564564830E+02        -0.460252982268117E+03         0.130737021445269E+02         0.169239623407419E+04
 #EXTRAS(raw)# Step:          24  Bead:      0  
  
| Total Polarizability    (Bohr^3)    :          0.992781026740060E+03         0.206198047763330E+02        -0.468582545775692E+03         0.205684169933590E+02         0.137907520752153E+04         0.811065282306460E+01        -0.468385542499387E+03         0.807574634968921E+01         0.171363667270027E+04
 #EXTRAS(raw)# Step:          25  Bead:      0  
  
| Total Polarizability    (Bohr^3)    :          0.982936679556362E+03         0.163588856368436E+02        -0.456884625382451E+03         0.162621913470481E+02         0.138100594569244E+04         0.755425772598772E+01        -0.456694021227472E+03         0.757516148991507E+01         0.171080635587817E+04
 #EXTRAS(raw)# Step:          26  Bead:      0  
  
| Total Polarizability    (Bohr^3)    :          0.976310041731204E+03         0.129056809465542E+02        -0.458206147466947E+03         0.127991268630162E+02         0.136602108061890E+04         0.104959833966279E+02        -0.457990307504458E+03         0.104731336717665E+02         0.171728663193610E+04
 #EXTRAS(raw)# Step:          27  Bead:      0  
  
| Total Polarizability    (Bohr^3)    :          0.975282460599513E+03         0.396789546438029E+01        -0.451188094063434E+03         0.394388503192711E+01         0.137468471144208E+04         0.832984284072627E+01        -0.450971379852729E+03         0.831257783386140E+01         0.170446701424504E+04
 #EXTRAS(raw)# Step:          28  Bead:      0  
  
| Total Polarizability    (Bohr^3)    :          0.978420799952596E+03        -0.292561065116124E+01        -0.455590656601774E+03        -0.287770484395392E+01         0.137821604777409E+04         0.112603377690191E+02        -0.455388504063259E+03         0.112268734290523E+02         0.171948956627166E+04
 #EXTRAS(raw)# Step:          29  Bead:      0  
  
